id,entext
542434, "Ah, I don't know... it just looked somehow... off. Just like the kind of creature that the Earth would make. The Earth doesn't know what we really look like... It can't create a woman that no one would tell apart from a real living one... can it? I, too, used to think it was a girl with a pair of sharp bones for legs..."
542435, "What made you think it was miserable?"
542436, "Its face... And just everything about it. It wants to speak to you. It pleads for protection from some danger."
542437, "Ah, if only this were the real shabnak-adyr! That would put an end to the meaningless lie about me having a sister! I could finally become myself again and live peacefully! So you're saying it's not dangerous?"
542438, "Why are you shivering, Grace dear? You're not one to be afraid of the dead. Why would you be frightened by some bones?"
542439, "All of my dead were once alive. They may be dead, but they're human... And this, the thing that came to me-it's impossible. It's a real..."
542440, "A real what?"
542441, "Could it be a trap? Perhaps this demon seeks to punish me for the things I've done for my new family."
542442, "Have you talked to it?"
542443, "No, I haven't. I was terribly frightened... And I don't think it spoke either... but when I listened closer I realized that the strange humming in my ears was a voice muttering from somewhere... as if from under the ground, in fact. I couldn't make out the words, but somehow I understood..."
542444, "Understood what?"
542445, "...So my father has failed... Why is everything my father does always so pointless?"
542446, "No. I don't. Who am I?"
542447, "Of course I know. I am Clara, a thief, and possibly God's chosen one. There's no other explanation for the miracles I've performed."
542448, "...Are you the shabnak-adyr?"
542449, "No... Who says 'shabnak-adyr'? You're saying it wrong... you have to say 'shabnak-adyg'-there's less evil this way."
542450, "You haven't answered my question."
542451, "I was made from your leftovers... I was made for you... I am you... I exist so you could see things clearer..."
542452, "Are you making fun of me?"
542453, "Tell me... is it true that I'm the plague-spreader?"
542454, "The cemetery caretaker's daughter said you were in danger. Why?"
542455, "Because you are in danger..."
542456, "What's the danger?"
542457, "All right. I'll do everything..."
542458, "Lies-lies are the true infection devouring everything around! I understand that now..."
542459, "...Do you understand now why everything hinges on you? Remember what I've told you..."
542460, "No. I still don't understand..."
542461, "I do."
542462, "Farewell... funny man..."
542463, "No matter what I've undertaken lately, my senses keep failing me! It's as if I were replaced by a double... why?"
542464, "...What? You're asking me?"
542465, "No... Of course not. I was just thinking aloud."
542466, "What, you've been convicted?"
542467, "Quit it. I'm telling you, I want to be alone. And you're the last person I'd like to see."
542468, "All right. I'll leave in a moment."
542469, "*** Curse the Bachelor! Every time I see him I break out in a cold sweat!"
542470, "*** Beyond doubt, they are trying to seduce me. Who knows what would happen if I were to give way to this temptation."
542471, "'...Bring this Сhangeling to me without delay. Her case must be investigated immediately and she must be court-martialled. If she attempts to escape or use some psychophysical trick-do not hesitate to shoot her.'/n/n'...also... be sure to make all the necessary arrangements to affect death by hanging...'/n/nA. Lilich, Inq."
542472, "The Inquisitor's Order"
542473, "'...You must watch the Сhangeling as carefully as you did yesterday. Let her blame herself if she fails to appear at my request. You know what you should do if she tries to play the same 'imaginary twin sister' card.'"
542474, "An Instruction Issued by the Inquisitor"
542475, "Can you feel where this is going? It's not like I insist-if you really find it all that repulsive, you're free not to come. I can appreciate your choice, because I can relate. Still, the offer is standing. It's up to you... no matter how painful it is for me to accept. I find solace in the fact that I can end the previous sentence with 'for now.'/n/nA. Lilich, inq"
542476, "The Inquisitor's Note"
542477, "This Aglaya Lilich has installed some kind of a tyranny in the town. She failed to carry out the task she was entrusted with. She gave shelter to both of the demons. She has appropriated the fruit of someone else's labour and travestied someone else's accomplishments. As if this is not enough, she acts as if she were a conqueror standing atop the ruins of the enemy town! This has to be stopped./n/nYou should approach her directly and demand an answer-just like she demanded an answer from you. Try it, Clara, don't be afraid... Who knows what may come of this?/n/nYour Benefactors"
542478, "The Powers That Be, Regarding Aglaya Lilich"
542479, "And where is he? The Haruspex? I wish I could talk to him..."
542480, "He's here at the Termitary. I'm looking for him myself... because of a different matter, though. Could it be the folks here who supplied him with that blood? What do you think?"
542481, "Anything is possible... Ask him."
542482, "But what does Rubin have to do with it?"
542483, "Have you seen the Bachelor? We expected him to come here but we probably missed each other... He's the one that talked to Rubin; I haven't seen him for five days... I wasn't sure he was even alive. Georgiy wanted to off him."
542484, "Georgiy has pardoned him."
542485, "I'll look for the Bachelor."
542486, "For what?"
542487, "We assumed responsibility for the town at an inopportune time... We'll see. Perhaps the Inquisitor will handle it better... Meanwhile, think about ways to reach a compromise with him... Maybe you'll be able to explain to him that our intentions have been entirely good."
542488, "I'll try."
542489, "I don't think I'll manage to do that."
